DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP,C-JJAEP EXPULSIONS=HISPANIC/LATINO,C-JJAEP EXPULSIONS=WHITE,D-EXPULSION ACTIONS=HISPANIC/LATINO,D-EXPULSION ACTIONS=WHITE,E-DAEP PLACEMENTS=HISPANIC/LATINO,E-DAEP PLACEMENTS=WHITE,F-OUT OF SCHOOL SUSPENSIONS=BLACK OR AFRICAN AMERICAN,F-OUT OF SCHOOL SUSPENSIONS=HISPANIC/LATINO,F-OUT OF SCHOOL SUSPENSIONS=WHITE,G-IN SCHOOL SUSPENSIONS=AMERICAN INDIAN OR ALASKA NAT,G-IN SCHOOL SUSPENSIONS=BLACK OR AFRICAN AMERICAN,G-IN SCHOOL SUSPENSIONS=HISPANIC/LATINO,G-IN SCHOOL SUSPENSIONS=NATIVE HAWAIIAN/OTHER PACIFIC,G-IN SCHOOL SUSPENSIONS=WHITE,H-SPEC. ED. JJAEP EXPULSIONS=SPEC. ED. EXPULSIONS TO JJAEP,I-SPEC. ED. EXPULSIONS=SPEC. ED. EXPULSIONS,J-SPEC. ED. DAEP PLACEMENTS=SPEC. ED. DAEP PLACEMENTS,K-SPEC. ED. OUT OF SCHOOL SUS.=SPEC. ED. OUT OF SCHOOL SUSPEN,L-SPEC. ED. IN SCHOOL SUS.=SPEC. ED. IN SCHOOL SUSPEN,M-ECO. DISADV. JJAEP PLACEMENTS=ECO. DISAD. EXPULSION TO JJAEP,N-ECO. DISADV. EXPULSIONS=ECO. DISAD. EXPULSIONS,O-ECO. DISADV. DAEP PLACEMENTS=ECO. DISAD. DAEP PLACEMENTS,P-ECO. DISADV. OUT OF SCHOOL SUS.=ECO. DISAD. OUT OF SCHOOL SUSPEN,Q-ECO. DISADV. IN SCHOOL SUS.=ECO DISAD. IN SCHOOL SUSPENSIONS,E-DAEP PLACEMENTS=BLACK OR AFRICAN AMERICAN,E-DAEP PLACEMENTS=TWO OR MORE RACES,F-OUT OF SCHOOL SUSPENSIONS=AMERICAN INDIAN OR ALASKA NAT,F-OUT OF SCHOOL SUSPENSIONS=ASIAN,F-OUT OF SCHOOL SUSPENSIONS=TWO OR MORE RACES,G-IN SCHOOL SUSPENSIONS=ASIAN,G-IN SCHOOL SUSPENSIONS=TWO OR MORE RACES,E-DAEP PLACEMENTS=AMERICAN INDIAN OR ALASKA NAT,E-DAEP PLACEMENTS=ASIAN,F-OUT OF SCHOOL SUSPENSIONS=NATIVE HAWAIIAN/OTHER PACIFIC,C-JJAEP EXPULSIONS=BLACK OR AFRICAN AMERICAN,D-EXPULSION ACTIONS=BLACK OR AFRICAN AMERICAN,E-DAEP PLACEMENTS=NATIVE HAWAIIAN/OTHER PACIFIC,D-EXPULSION ACTIONS=TWO OR MORE RACES,C-JJAEP EXPULSIONS=ASIAN,D-EXPULSION ACTIONS=ASIAN,C-JJAEP EXPULSIONS=TWO OR MORE RACES,C-JJAEP EXPULSIONS=AMERICAN INDIAN OR ALASKA NAT,D-EXPULSION ACTIONS=AMERICAN INDIAN OR ALASKA NAT,D-EXPULSION ACTIONS=NATIVE HAWAIIAN/OTHER PACIFIC,C-JJAEP EXPULSIONS=NATIVE HAWAIIAN/OTHER PACIFIC,total EXPULSION ACTIONS,total IN SCHOOL SUSPENSIONS,total OUT OF SCHOOL SUSPENSIONS,total DAEP PLACEMENTS,ratio ECO. DISADV. IN SCHOOL SUSPENSIONS vs average,ratio SPEC. ED. IN SCHOOL SUSPENSIONS vs average,ratio ECO. DISADV. OUT OF SCHOOL SUSPENSIONS vs average,ratio SPEC. ED. OUT OF SCHOOL SUSPENSIONS vs average,ratio ECO. DISADV. DAEP PLACEMENTS vs average,ratio SPEC. ED. DAEP PLACEMENTS vs average,ratio ECO. DISADV. EXPULSION ACTIONS vs average,ratio SPEC. ED. EXPULSION ACTIONS vs average,ratio BLACK OR AFRICAN AMERICAN IN SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO IN SCHOOL SUSPENSIONS vs average,ratio WHITE IN SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT IN SCHOOL SUSPENSIONS vs average,ratio ASIAN IN SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC IN SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES IN SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN OUT OF SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO OUT OF SCHOOL SUSPENSIONS vs average,ratio WHITE OUT OF SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT OUT OF SCHOOL SUSPENSIONS vs average,ratio ASIAN OUT OF SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC OUT OF SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES OUT OF SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN DAEP PLACEMENTS vs average,ratio HISPANIC/LATINO DAEP PLACEMENTS vs average,ratio WHITE DAEP PLACEMENTS vs average,ratio AMERICAN INDIAN OR ALASKA NAT DAEP PLACEMENTS vs average,ratio ASIAN DAEP PLACEMENTS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC DAEP PLACEMENTS vs average,ratio TWO OR MORE RACES DAEP PLACEMENTS vs average,ratio BLACK OR AFRICAN AMERICAN EXPULSION ACTIONS vs average,ratio HISPANIC/LATINO EXPULSION ACTIONS vs average,ratio WHITE EXPULSION ACTIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT EXPULSION ACTIONS vs average,ratio ASIAN EXPULSION ACTIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC EXPULSION ACTIONS vs average,ratio TWO OR MORE RACES EXPULSION ACTIONS vs average
057914,MESQUITE ISD,10,39806,24.5,53,18,0.6,1.8,0.1,1.9,70.7,9.9,13,1,13,1,374,207,1050,688,341,114,8361,7752,20,2556,7,7,233,523,3788,23,23,945,1784,15698,516,31,15,1,44,54,382,9,1,1,9,9,1,1,0,0,1,1,1,0,0,25,19239,2140,1139,1.1541,1.9888,1.1791,2.4686,1.1735,2.0663,1.3013,2.8283,1.7738,0.7602,0.7381,0.9876,0.1559,1.0396,1.0450,2.0027,0.6066,0.8853,1.1682,0.0260,0.4673,1.0821,1.8491,0.6195,1.0097,1.3169,0.0488,0.8780,1.4325,1.4694,0.9811,0.2222,6.6667,0,0,2.1053
057916,RICHARDSON ISD,10,38169,22.3,40,27.8,0.4,6.9,0.1,2.5,57.7,10.4,13,1,13,1,178,61,1498,969,231,20,2995,3062,0,659,1,1,77,761,1599,19,19,287,2328,5538,127,8,1,29,81,129,163,1,1,1,11,11,0,0,0,0,0,1,1,0,0,26,7028,2810,376,1.3657,2.1877,1.4358,2.6040,1.3229,1.9691,1.2665,0.3698,1.9110,1.0892,0.3373,0.7114,0.2660,0,0.9277,2.3906,0.8621,0.2957,0.0890,0.1496,0.3559,1.1530,1.5146,1.1835,0.5836,0.6649,0.0385,0,0.8511,1.8972,1.2500,0.1384,9.6154,0,0,0
057919,SUNNYVALE ISD,10,1366,6,9.6,56.9,0.2,23.9,0.1,3.3,10.8,8.1,0,0,0,0,1,0,1,1,23,0,19,1,0,41,0,0,1,16,11,0,0,1,5,19,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,26,1,2.5132,1.9400,1.7806,7.5973,9.2593,12.3457,1,1,4.5238,0.1488,1.0294,0,0.4782,0,0.4329,0.6410,0.4006,1.5547,0,0.1609,0,0,0,10.4167,0,0,0,0,0,1,1,1,1,1,1,1
057922,COPPELL ISD,10,11329,4.6,12.8,43.9,0.5,35.2,0.1,2.8,10.2,4.7,1,1,1,1,10,20,17,17,50,0,87,106,1,215,0,0,12,48,154,1,1,23,37,162,1,1,1,22,1,86,1,1,12,0,1,1,0,0,1,1,0,1,1,0,0,5,496,108,45,3.2021,6.6060,3.3588,9.4563,5.0109,5.6738,1.9608,0,3.8131,1.6696,0.9874,0,0.4926,2.0161,0.0720,3.4219,1.2297,1.0546,1.8519,0.5787,0,0.3307,0.4831,1.7361,1.0124,4.4444,0.7576,0,0.7937,4.3478,1.5625,0.4556,40.0000,0.5682,0,0
058902,DAWSON ISD,17,170,0,63.5,34.7,1.2,0,0,0.6,51.8,8.2,0,0,0,0,1,0,0,0,1,0,0,21,0,10,0,0,1,0,1,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,1,1.2455,0.3934,0,0,1.9305,12.1951,1,1,1,1.0668,0.9296,0,1,1,0,1,0,2.8818,0,1,1,0,1,1.5748,0,0,1,1,0,1,1,1,1,1,1,1
058905,KLONDIKE ISD,17,256,0.4,33.6,63.7,0.4,1.2,0,0.8,34.8,5.9,0,0,1,1,1,1,0,1,1,0,0,14,0,12,0,0,0,0,11,0,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,2,2,2.2104,7.1708,1.4368,0,1.4368,0,1.4368,0,0,1.6026,0.7246,0,0,1,0,0,1.4881,0.7849,0,0,1,0,0,1.4881,0.7849,0,0,1,0,0,1.4881,0.7849,0,0,1,0
058906,LAMESA ISD,17,2046,3.6,76.8,17.5,0.6,0.6,0,0.8,73,7.3,0,0,0,0,25,1,10,50,1,1,57,577,0,68,0,0,1,7,80,0,0,26,60,621,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,62,27,1.2084,1.5567,1.3257,1.5466,1.3191,0.5074,1,1,2.2491,1.0672,0.5519,0.2367,0,1,0.1776,4.4803,1.0501,0.0922,0,0,1,2.0161,1.0288,1.2056,0.2116,0,0,1,0,1,1,1,1,1,1,1
058909,SANDS CISD,17,212,0.5,43.4,53.8,1.4,0.9,0,0,54.2,8.5,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0.9225,5.8824,1.8450,11.7647,1,1,1,1,0,1.1521,0.9294,0,0,1,1,0,0,1.8587,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
059901,HEREFORD ISD,16,4210,0.6,86.9,11.7,0.1,0.3,0,0.4,82.1,6.7,0,0,0,0,99,1,0,0,0,0,12,607,0,25,0,0,11,0,54,0,0,99,0,604,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,646,0,103,1.1388,1.2476,1,1,1.1707,1.5940,1,1,3.0960,1.0813,0.3308,0,0.5160,1,0.3870,1,1,1,1,1,1,1,1.6181,1.1061,0.0830,0,3.2362,1,2.4272,1,1,1,1,1,1,1
059902,WALCOTT ISD,16,145,2.1,78.6,19.3,0,0,0,0,72.4,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060902,COOPER ISD,08,791,13.7,8.2,73.3,1.3,0.1,0,3.4,64.2,9.4,0,0,0,0,0,1,1,0,1,0,32,13,0,99,0,0,1,1,30,0,0,1,11,113,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,2,3,1.1813,2.1419,8.5670,5.3191,0.5192,3.5461,1,1,1.5676,1.0640,0.9065,0,0,1,0.9870,3.6496,0,0.6821,0,0,1,0,2.4331,0,0.4548,0,0,1,9.8039,1,1,1,1,1,1,1
060914,FANNINDEL ISD,08,200,35,3.5,53,1,1,0,6.5,82.5,11.5,0,0,0,0,0,0,0,0,1,0,1,0,0,15,0,0,0,1,1,0,0,0,1,21,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,1.4973,0.5115,0.6061,4.3478,1,1,1,1,0.1681,0,1.6648,0,0,1,0.9050,0,0,0.9434,0,0,1,7.6923,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061802,TEXAS EDUCATION CENTERS,11,664,13.4,32.8,50,0.2,0.8,0.9,2,50.8,13.4,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0.6562,2.4876,1,1,0,0,1,1,1,1,1,1,1,2.4876,1.0163,0.6667,0,0,0,0,1,1,1,1,1,1,1,0,0,2.0000,0,0,0,0
061804,LEADERSHIP PREP SCHOOL,10,425,6.6,9.9,36.9,0.7,43.1,0,2.8,4,4.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,10.1010,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061901,DENTON ISD,11,26047,12,30.8,51.6,0.8,2.8,0.1,1.8,42.3,9.6,0,1,0,1,162,146,385,557,549,20,672,855,1,886,1,1,58,379,543,1,1,302,1127,1729,98,12,19,7,45,1,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2481,1562,420,1.6475,2.2798,1.7057,2.5275,1.6999,1.4385,2.3641,10.4167,2.2572,1.1189,0.6921,1.0077,0.0144,0.4031,1.0301,2.0540,1.1578,0.6811,1.5205,0.1601,0,1.6005,1.9444,1.2523,0.6737,0.2976,0.0850,0,1.5873,0,0,1.9380,0,0,0,0
061902,LEWISVILLE ISD,11,52698,9.4,27.5,47.9,0.4,11.7,0.1,3,30.9,9.6,10,21,10,23,254,269,476,467,487,1,2079,3041,1,3324,5,5,188,494,2037,16,16,436,924,4688,188,32,12,49,60,383,348,1,1,0,1,1,0,1,1,1,1,0,0,0,0,36,9177,1551,745,1.6532,2.3122,1.9280,3.3178,1.8940,2.6286,1.4383,1.4468,2.4100,1.2050,0.7562,0.0272,0.3567,0.1090,1.2640,3.2649,1.0949,0.6555,1.9342,0.2700,0,1.2895,2.6846,1.2398,0.7538,0.3356,0.0115,0,1.4318,0.2955,1.0101,1.3338,0,0.2374,0,0.9259
061903,PILOT POINT ISD,11,1414,2.5,39.5,54.1,0.8,0.6,0.2,2.1,51.3,7.4,0,1,0,1,1,7,1,16,22,0,1,21,0,46,0,0,1,1,13,1,1,1,29,52,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69,40,9,1.4691,2.5460,1.4133,0.3378,0.2166,1.5015,1.9493,0,0.5797,0.7705,1.2323,0,0,0,0.6901,1.0000,1.0127,1.0166,0,0,0,1.1905,4.4444,0.2813,1.4377,0,0,0,0,0,0,1.8484,0,0,0,0
061905,KRUM ISD,11,1995,1.8,24,71.4,0.7,0.6,0.1,1.5,35.9,9.6,0,1,0,1,1,14,1,1,29,0,31,162,0,330,0,0,1,10,70,1,1,16,24,339,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,529,31,16,1.7850,1.3784,2.1565,3.3602,2.7855,0.6510,2.7855,0,3.2556,1.2760,0.8737,0,0,0,0.7561,1.7921,0.1344,1.3102,0,0,0,0,3.4722,0.2604,1.2255,0,0,0,0,0,0,1.4006,0,0,0,0
061906,PONDER ISD,11,1255,1.5,19.9,75.6,0.7,0.6,0.1,1.6,39.4,7.6,0,1,0,1,1,1,0,6,24,0,7,51,0,116,1,1,1,7,34,1,1,1,16,117,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,179,30,2,1.6590,2.4993,1.3536,3.0702,1.2690,6.5789,2.5381,13.1579,2.6071,1.4317,0.8572,0,0,0,1.7458,0,1.0050,1.0582,0,0,0,0,0,2.5126,0.6614,0,0,0,0,0,0,1.3228,0,0,0,0
061907,AUBREY ISD,11,2060,3.5,16.8,76.7,0.5,0.7,0,1.7,28.4,7.2,0,1,1,1,1,1,0,1,1,1,24,39,0,179,0,1,1,1,44,0,1,1,1,126,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,244,2,3,1.8183,2.5046,1.7606,6.9444,1.1737,4.6296,1.7606,6.9444,2.8103,0.9514,0.9565,0.8197,0,1,0.2411,0,2.9762,0.6519,0,0,1,0,0,1.9841,0.4346,0,0,1,19.6078,0,2.9762,0.6519,0,0,1,0
061908,SANGER ISD,11,2673,2.7,24.1,68.6,1,0.6,0,3,43.7,9.3,0,1,0,1,1,9,1,12,21,1,28,170,0,374,0,0,1,10,92,1,1,13,30,407,1,1,1,0,1,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,603,36,12,1.5445,1.6405,1.9069,2.9869,2.4790,0.8961,2.2883,0,1.7198,1.1698,0.9041,0.1658,0.2764,1,1.6031,1.0288,1.3831,0.8503,2.7778,0,1,0.9259,3.0864,0.3458,1.0933,0,0,1,2.7778,0,0,1.4577,0,0,1,0
061910,ARGYLE ISD,11,1947,0.3,10.8,86.3,0.5,0.8,0,1.2,12.6,8.3,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,10,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,23.8095,60.2410,7.9365,0,7.9365,12.0482,1,1,166.6667,0,0.5794,0,0,1,0,0,0,1.1587,0,0,1,0,0,0,1.1587,0,0,1,0,1,1,1,1,1,1,1
061911,NORTHWEST ISD,11,18893,6.3,20.1,67.4,0.6,2.9,0.1,2.5,19.1,7.8,0,1,0,1,26,90,77,132,523,14,215,645,0,1670,0,0,25,148,478,1,1,55,285,1003,22,1,5,5,28,29,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2646,770,140,1.9846,2.3160,1.9379,2.4642,2.0568,2.2894,5.2356,0,1.2898,1.2128,0.9364,0.8818,0.3779,0,1.1036,1.5873,0.8529,1.0077,1.0823,0.2239,0,1.4545,2.4943,0.9240,0.9538,1.1905,0,0,0.2857,0,0,1.4837,0,0,0,0
061912,LAKE DALLAS ISD,11,3952,7.1,26.2,58.5,1.1,2.4,0.2,4.6,41.1,11,0,1,0,1,23,35,11,22,52,1,57,122,0,213,0,0,22,32,96,1,1,43,50,249,9,1,1,1,1,1,41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,435,88,70,1.3927,2.0063,1.3824,3.3058,1.4946,2.8571,2.4331,0,1.8456,1.0705,0.8370,0.2090,0.0958,0,2.0490,1.7606,0.9542,1.0101,1.0331,0.4735,0,0.2470,1.8109,1.2541,0.8547,1.2987,0.5952,0,0.3106,0,0,1.7094,0,0,0,0
061914,LITTLE ELM ISD,11,6607,14.7,40.1,39.7,0.4,2,0.1,3,47.9,7.9,0,0,0,0,25,17,39,74,51,1,117,252,1,153,0,0,5,22,70,0,0,35,103,325,1,0,0,1,1,1,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,533,167,44,1.2730,1.6624,1.2876,1.6676,1.6607,1.4384,1,1,1.4933,1.1790,0.7231,0.4690,0.0938,1.8762,0.5003,1.5887,1.1050,0.7692,0,0.2994,5.9880,0.1996,0.1546,1.4169,0.9732,0,1.1364,0,0,1,1,1,1,1,1,1
062901,CUERO ISD,03,2104,13,43.6,40.4,0.1,0.5,0,2.3,56.4,9.5,0,0,0,0,22,15,91,85,1,18,336,577,0,372,0,0,16,58,185,0,0,53,195,1102,24,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,178,61,1.4463,1.4414,1.9424,3.4299,1.5405,2.7610,1,1,1.9131,0.9796,0.6816,13.3235,0,1,1.5447,3.9326,1.0952,0.0139,0,0,1,0.2443,3.0265,0.8272,0.6087,0,0,1,0,1,1,1,1,1,1,1
062902,NORDHEIM ISD,03,173,2.9,42.2,54.9,0,0,0,0,44.5,10.4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.1236,4.8077,1,1,1,1,1,1,0,1.1848,0.9107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
062903,YOAKUM ISD,03,1615,8.4,59.3,30.7,0.1,0.4,0,1.2,70.7,10.5,0,0,0,1,25,8,6,33,6,0,1,347,0,97,0,0,8,6,70,0,1,1,39,473,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,446,45,35,1.5001,1.4948,1.2258,1.2698,0.0404,2.1769,1.4144,0,0.0267,1.3120,0.7084,0,0,1,0.1868,1.5873,1.2366,0.4343,0,0,1,0,0.3401,1.2045,0.7445,0,0,1,2.3810,0,0,3.2573,0,0,1,0
062904,YORKTOWN ISD,03,505,4.6,49.5,45.5,0,0,0,0.4,55,10.3,0,0,0,0,1,1,1,22,1,0,15,142,0,52,0,0,1,16,51,0,0,1,20,172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,24,3,1.4963,2.3691,1.5152,6.4725,0.6061,3.2362,1,1,1.5602,1.3726,0.5468,1,1,1,0,0.9058,1.8519,0.0916,1,1,1,0,7.2464,0.6734,0.7326,1,1,1,0,1,1,1,1,1,1,1
062905,WESTHOFF ISD,03,69,7.2,40.6,52.2,0,0,0,0,50.7,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.9724,0,1,1,1,1,1,1,0,0,1.9157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
062906,MEYERSVILLE ISD,03,116,0,15.5,84.5,0,0,0,0,26.7,8.6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.8727,5.8140,1,1,1,1,1,1,1,3.2258,0.5917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
063903,SPUR ISD,17,292,2.4,44.5,51,0,0,0,2.1,53.8,10.3,0,0,0,0,0,0,1,1,1,0,1,25,0,1,0,0,0,0,6,0,0,0,1,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,2.8545,2.0804,0.6196,0,1,1,1,1,1.4881,2.0064,0.0700,1,1,1,1.7007,13.8889,0.7491,0.6536,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
063906,PATTON SPRINGS ISD,17,105,0,28.6,71.4,0,0,0,0,85.7,11.4,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.1061,0.7974,1,1,1,1,1,1,1,1.5893,0.7639,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
064903,CARRIZO SPRINGS CISD,20,2455,0.5,93,5.6,0.1,0.6,0,0.2,75.2,7.1,0,0,1,0,186,1,1,182,1,1,1,1373,0,25,0,0,78,27,201,0,1,184,178,1281,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1400,185,188,1.2168,2.0221,1.2795,2.0556,1.3015,5.8436,1.3298,0,0.1429,1.0545,0.3189,0.7143,0,1,0,1.0811,1.0578,0.0965,5.4054,0,1,0,1.0638,1.0638,0.0950,0,0,1,0,0,1.0753,0,0,0,1,0
065901,CLARENDON ISD,16,458,10.5,13.8,71.6,0,0.7,0.7,2.8,52.4,9.4,0,0,0,0,1,1,1,0,1,0,30,30,0,43,0,0,1,0,15,0,0,1,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,2,3,1.6305,1.5493,0.9542,0,0.6361,3.5461,1,1,2.7739,2.1106,0.5831,1,0,0,0,4.7619,0,0.6983,1,0,0,0,3.1746,2.4155,0.4655,1,0,0,0,1,1,1,1,1,1,1
065902,HEDLEY ISD,16,112,1.8,19.6,75.9,1.8,0,0,0.9,74.1,14.3,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.4498,20.9790,1.3495,6.9930,1,1,1,1,0,1.7007,0.4392,18.5185,1,1,0,0,0,1.3175,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
066005,RAMIREZ CSD,02,24,0,95.8,4.2,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
066901,BENAVIDES ISD,02,366,0,99.2,0.8,0,0,0,0,76.2,10.7,0,0,0,0,12,0,0,1,0,0,0,1,0,1,0,0,0,0,15,0,0,1,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,12,71.5223,70.0935,0,0,0.1094,0,1,1,1,0.5040,62.5000,1,1,1,1,1,1.0081,0,1,1,1,1,1,1.0081,0,1,1,1,1,1,1,1,1,1,1,1
066902,SAN DIEGO ISD,02,1345,0.3,98.4,1.3,0,0,0,0,77.2,7.5,0,0,0,0,25,0,0,12,0,0,0,1,0,1,0,0,1,1,15,0,0,16,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,25,58.2902,100.0000,0.1079,1.1111,0.8290,0.5333,1,1,0,0.5081,38.4615,1,1,1,1,0,1.0163,0,1,1,1,1,0,1.0163,0,1,1,1,1,1,1,1,1,1,1,1
066903,FREER ISD,02,833,0.2,88.7,9.7,0.4,0.5,0,0.5,67.8,11.3,0,0,1,0,1,1,0,35,1,0,0,235,0,28,0,0,1,11,40,0,1,1,35,186,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,263,37,2,1.0431,1.3459,1.3952,2.6309,0.7375,4.4248,1.4749,0,0,1.0074,1.0976,0,0,1,0,0,1.0665,0.2786,6.7568,0,1,0,0,0.5637,5.1546,0,0,1,0,0,1.1274,0,0,0,1,0
067902,CISCO ISD,14,878,0.3,17.9,78,0.3,0.5,0,3,61.6,9.5,0,0,0,0,1,15,1,1,20,1,0,1,0,25,0,0,5,12,6,0,0,1,1,31,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,23,17,1.5250,1.9139,0.0706,5.4920,0.0955,3.0960,1,1,0,0.1693,0.9713,10.1010,0,1,6.0606,14.4928,0.2429,1.1148,0,0,1,1.4493,0,0.3286,1.1312,0,0,1,1.9608,1,1,1,1,1,1,1
